parameter_name,Lean/Body weight
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5676056
parameter_id,ESLIM_005_001_702
analysis_id,5l1gq64hg5w22f5
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
