parameter_id,IMPC_OFD_018_001
analysis_id,6onv987v1d9a4x1
parameter_name,Latency to center entry
gene_accession_id,MGI:104805
gene_symbol,Snrpb2
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3820871
