parameter_id,IMPC_CBC_025_001
pvalue,0.7719579
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
gene_accession_id,MGI:1914050
mouse_strain,C57BL
gene_symbol,Trp53rkb
analysis_id,1i4cdtf2gvss978
