gene_symbol,Secisbp2l
pvalue,0.7865636
mouse_life_stage,Late adult
parameter_name,Fat mass
parameter_id,IMPC_DXA_002_001
analysis_id,1mfr15rs8t77119
gene_accession_id,MGI:1917604
mouse_strain,C57BL
