gene_symbol,Wars2
parameter_id,MGP_IMM_066_001
mouse_strain,C57BL
analysis_id,8vs4hk147y2834w
parameter_name,CD11b-high cDC - % of cDC
mouse_life_stage,E9.5
pvalue,0.9225006
gene_accession_id,MGI:1917810
