gene_symbol,Atg4c
analysis_id,121j59zwiio901y
pvalue,0.3759661
parameter_id,MGP_MLN_010_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2651854
parameter_name,Resting Treg cells - % of Treg
