parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
pvalue,0.1676262
gene_symbol,Cntfr
analysis_id,2gp2x05gzud44vg
mouse_strain,C57BL
parameter_name,Fat/Body weight
