gene_symbol,Sass6
analysis_id,c5937rgu901cl20
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:1920026
parameter_id,MGP_PBI_003_001
mouse_life_stage,E9.5
pvalue,0.6137004
mouse_strain,C57BL
