gene_symbol,Bcs1l
analysis_id,tr36as0d52uqpm0
pvalue,0.3423293
mouse_strain,C57BL
parameter_name,IgD+ mature B cell number
gene_accession_id,MGI:1914071
parameter_id,MGP_PBI_035_001
mouse_life_stage,E9.5
