parameter_id,IMPC_ECH_001_001
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.6573147
analysis_id,qg3582d8j4396xj
gene_accession_id,MGI:104848
parameter_name,End-Systolic Diameter
gene_symbol,Inpp1
