gene_symbol,Zcchc2
analysis_id,pk406190kr6jfn5
pvalue,0.1832697
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_id,IMPC_XRY_027_001
mouse_strain,C57BL
parameter_name,Joints
