gene_symbol,Hspa5
parameter_id,MGP_IMM_071_001
gene_accession_id,MGI:95835
analysis_id,5kpl46u590dz54o
parameter_name,Total CD4+ T cells - % of CD45+
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.7455866
