gene_symbol,Ahcy
mouse_life_stage,E12.5
pvalue,0.4846107
mouse_strain,C57BL
parameter_name,Corneal opacity
gene_accession_id,MGI:87968
analysis_id,236s96r04eng05m
parameter_id,IMPC_EYE_008_001
