gene_symbol,Zmynd19
parameter_id,MGP_MLN_005_001
mouse_life_stage,Early adult
pvalue,0.1339784
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1914437
mouse_strain,C57BL
analysis_id,3sj649g91305fb4
