gene_symbol,Ninl
mouse_life_stage,Early adult
pvalue,0.8907055
analysis_id,21d7apl43kz7efm
gene_accession_id,MGI:1925427
mouse_strain,C57BL
parameter_id,IMPC_IMM_073_001
parameter_name,cDCs CD11b Type
