gene_symbol,Lpgat1
parameter_name,CD4+ alpha beta T cell percentage
analysis_id,331izq21gn6o5c7
pvalue,0.2564307
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
parameter_id,MGP_PBI_003_001
mouse_strain,C57BL
