parameter_name,Periphery resting time
mouse_life_stage,Early adult
analysis_id,560665yj7bm05r1
parameter_id,ESLIM_007_001_007
mouse_strain,129SV
pvalue,0.2900157
gene_symbol,Inpp1
gene_accession_id,MGI:104848
