parameter_id,MGP_CSD_067_001
gene_symbol,Mgst2
mouse_strain,C57BL
pvalue,0.8856683
gene_accession_id,MGI:2448481
mouse_life_stage,Early adult
analysis_id,25763dkw26au81y
parameter_name,Snout size
