gene_symbol,Dcaf12
parameter_name,Center average speed
analysis_id,x3iuu896614w2e2
parameter_id,IMPC_OFD_017_001
gene_accession_id,MGI:1916220
pvalue,0.5507336
mouse_life_stage,Early adult
mouse_strain,C57BL
