gene_symbol,Sgip1
pvalue,0.2550901
mouse_strain,C57BL
gene_accession_id,MGI:1920344
parameter_id,ESLIM_007_001_007
parameter_name,Periphery resting time
analysis_id,d93fels27w4l416
mouse_life_stage,Early adult
