gene_symbol,AU040320
parameter_id,JAXLA_CBC_015_001
mouse_life_stage,Early adult
parameter_name,Total cholesterol
gene_accession_id,MGI:2140475
analysis_id,69rq0k49g7764a6
pvalue,0.8055885
mouse_strain,C57BL
