parameter_name,% Freezing duration habituation-1
pvalue,0.432424
gene_accession_id,MGI:3588214
parameter_id,ICS_FEA_016_001
analysis_id,o78k42a5r52o65q
mouse_life_stage,Early adult
gene_symbol,Rufy4
mouse_strain,C57BL
