gene_symbol,Ubxn4
parameter_name,Shape of vertebrae
analysis_id,1fmmmiih83d6c15
gene_accession_id,MGI:1915062
mouse_strain,C57BL
pvalue,0.6074265
parameter_id,IMPC_XRY_018_001
mouse_life_stage,Late adult
