parameter_id,MGP_IMM_071_001
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:1341628
mouse_life_stage,Early adult
gene_symbol,Atrn
mouse_strain,C57BL
analysis_id,v42h697q4955t6g
pvalue,0.5694728
