gene_symbol,Snap23
parameter_id,M-G-P_007_001_008
parameter_name,Periphery - Permanence Time
pvalue,0.5000973
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,066624u5x42iba1
gene_accession_id,MGI:109356
