gene_symbol,Extl1
gene_accession_id,MGI:1888742
pvalue,0.07765691
analysis_id,tuw0o4ylx107494
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_LDT_002_001
parameter_name,Light side time spent
