mouse_strain,129SV
parameter_name,Blood Vessel Morphology
pvalue,0.3327488
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_011_001
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
analysis_id,79x39h4ssb9r67d
