parameter_id,IMPC_ECH_005_001
analysis_id,5eoqx7am9jfne85
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Fractional Shortening
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
pvalue,0.213262
