gene_symbol,Plcb1
analysis_id,86s3nsz7e0l7905
pvalue,0.6795021
parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
parameter_name,Periphery resting time
mouse_strain,C57BL
