gene_symbol,Smyd2
gene_accession_id,MGI:1915889
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.9559555
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
parameter_id,MGP_IMM_094_001
analysis_id,762742o40hq5ncs
