parameter_id,IMPC_ECG_005_001
analysis_id,97333417x8pkkc6
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
mouse_strain,C57BL
pvalue,0.2970794
parameter_name,PQ
gene_symbol,BMI1
