gene_symbol,Ubxn4
mouse_life_stage,Late adult
parameter_name,Lens Opacity
analysis_id,0cxz64d4aoq5r7m
gene_accession_id,MGI:1915062
pvalue,0.8159171
mouse_strain,C57BL
parameter_id,IMPC_EYE_017_001
