parameter_id,IMPC_CBC_006_001
pvalue,0.7891792
mouse_life_stage,Early adult
analysis_id,216bdqvch2sh19v
mouse_strain,C57BL
parameter_name,Total protein
gene_accession_id,MGI:1921262
gene_symbol,Rap2b
