parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
analysis_id,a45rv343pg8s231
gene_accession_id,MGI:88479
mouse_life_stage,Early adult
pvalue,0.9414888
mouse_strain,C57BL
gene_symbol,Cpa3
