parameter_id,IMPC_XRY_002_001
mouse_strain,129SV
pvalue,0.8801449
analysis_id,t58ss1e1esz1p9e
gene_symbol,Nipal3
parameter_name,Zygomatic bone
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
