gene_symbol,Ints7
parameter_id,IMPC_ECG_028_001
pvalue,0.9501706
mouse_strain,C57BL
parameter_name,QT
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
analysis_id,z6h4ri3094w7y4t
