gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_name,Mean-cell-volume
analysis_id,2o7571s1zk65411
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,M-G-P_016_001_005
pvalue,0.7928149
