gene_symbol,Eprs1
analysis_id,3hp91k9o9zg0995
mouse_life_stage,E9.5
parameter_name,Upper teeth appearance
gene_accession_id,MGI:97838
pvalue,0.4791628
mouse_strain,C57BL
parameter_id,IMPC_CSD_069_001
