parameter_id,IMPC_DXA_007_001
mouse_strain,C57BL
analysis_id,2wc10hyo8ee606t
mouse_life_stage,Early adult
parameter_name,BMC/Body weight
pvalue,0.1631955
gene_accession_id,MGI:1913396
gene_symbol,Maco1
