parameter_id,IMPC_OFD_017_001
analysis_id,9a6xjw6v3432z3d
gene_accession_id,MGI:1339969
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Gja10
pvalue,0.9852977
parameter_name,Center average speed
