parameter_id,IMPC_HEM_008_001
mouse_life_stage,Early adult
analysis_id,qoj13857p116d7a
parameter_name,Platelet count
pvalue,0.3107994
gene_accession_id,MGI:1914672
gene_symbol,Dhdds
mouse_strain,C57BL
