gene_symbol,Dmap1
mouse_life_stage,E9.5
analysis_id,96ufoqe7535uyiq
parameter_name,Coat - hair texture / appearance - abdomen
parameter_id,IMPC_CSD_016_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
pvalue,0.5662015
