gene_symbol,Tnfsf10
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
mouse_strain,C57BL
parameter_id,JAX_OFD_012_001
pvalue,0.4100927
gene_accession_id,MGI:107414
analysis_id,eqh0z1j347rk728
