mouse_strain,C57BL
pvalue,0.4201468
gene_accession_id,MGI:2140475
parameter_id,IMPC_HEM_001_001
parameter_name,White blood cell count
analysis_id,h71y3567i7qv3i7
gene_symbol,AU040320
mouse_life_stage,Late adult
