parameter_id,IMPC_GRS_010_001
gene_symbol,Hpca
pvalue,0.1100056
mouse_strain,C57BL
analysis_id,7f465pa9za092d9
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
parameter_name,Forelimb grip strength normalised against body weight
