gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_strain,C57BL
parameter_id,JAXLA_CSD_007_001
parameter_name,Coat - color - abdomen
mouse_life_stage,Early adult
pvalue,0.5522406
analysis_id,nutxjz3309459uh
