parameter_id,IMPC_CSD_070_001
parameter_name,Lower teeth appearance
analysis_id,04tgetu1z3169n1
pvalue,0.3672859
gene_symbol,Alkbh3
mouse_life_stage,Early adult
gene_accession_id,MGI:1916363
mouse_strain,C57BL
