parameter_name,Startle response
mouse_strain,C57BL
analysis_id,z856nhvh9aur027
parameter_id,IMPC_CSD_036_001
pvalue,0.8174188
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
gene_accession_id,MGI:1336200
