gene_symbol,Mecom
mouse_life_stage,Early adult
pvalue,0.5528675
parameter_name,Eye
gene_accession_id,MGI:95457
mouse_strain,C3H
parameter_id,M-G-P_013_001_001
analysis_id,q7d403i4s9iq77e
