gene_symbol,TRP53I11
mouse_strain,C57BL
parameter_name,BMC/Body weight
parameter_id,JAXLA_DXA_007_001
analysis_id,r6d6wy6y5x3x0kz
gene_accession_id,MGI:2670995
pvalue,0.1253332
mouse_life_stage,Early adult
