parameter_id,IMPC_XRY_059_001
pvalue,0.2579355
mouse_life_stage,Early adult
analysis_id,3e6ak9d1485d150
parameter_name,Shape of ribcage
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_strain,129SV
