gene_symbol,Abo
mouse_strain,C57BL
pvalue,0.2106476
parameter_name,Eosinophil number
analysis_id,5u51lvp103xh56m
gene_accession_id,MGI:2135738
parameter_id,MGP_PBI_040_001
mouse_life_stage,Early adult
