gene_symbol,Ints7
mouse_strain,C57BL
pvalue,0.344589
gene_accession_id,MGI:1924315
parameter_name,Center average speed
mouse_life_stage,E9.5
analysis_id,4p795xj077cpw10
parameter_id,HRWLLA_OFD_017_001
