gene_symbol,Hspa5
parameter_name,Potassium
parameter_id,GMC_906_001_005
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:95835
analysis_id,fcstw73b2f1dr01
pvalue,0.7378907
