parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_strain,C57BL
parameter_name,Hindlimb digit - size
mouse_life_stage,E12.5
pvalue,0.2502011
analysis_id,s10fiprl7757swp
