gene_symbol,Lrrc69
pvalue,0.3299883
parameter_name,Glucose response AUC
parameter_id,ESLIM_004_001_701
analysis_id,79qs3z0cl956ac4
gene_accession_id,MGI:1920564
mouse_life_stage,Early adult
mouse_strain,C57BL
