parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
gene_symbol,Toporsl
parameter_id,IMPC_IMM_055_001
pvalue,0.09644451
gene_accession_id,MGI:1915524
mouse_life_stage,Early adult
analysis_id,ad5d2g7n859p45o
