gene_symbol,Eprs1
parameter_name,Coat - color pattern - back
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_008_001
analysis_id,57u0x6vaf3510v0
mouse_strain,C57BL
pvalue,0.2232155
gene_accession_id,MGI:97838
