parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:108072
parameter_name,Coat colouration
mouse_life_stage,Early adult
pvalue,0.1469232
mouse_strain,C57BL
gene_symbol,Traf6
analysis_id,ci952c766yd7tx8
