gene_symbol,Ubxn11
mouse_life_stage,Early adult
pvalue,0.453188
mouse_strain,C57BL
parameter_name,Total protein
gene_accession_id,MGI:1914836
analysis_id,qdczk3r5asr2432
parameter_id,IMPC_CBC_006_001
