parameter_name,Whole arena average speed
mouse_life_stage,Early adult
pvalue,0.4016443
gene_symbol,Abo
analysis_id,5xvu1c4072c1r37
mouse_strain,C57BL
parameter_id,IMPC_OFD_009_001
gene_accession_id,MGI:2135738
