parameter_name,Periphery distance travelled
gene_symbol,Slc30a4
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,692hu26hermn11q
pvalue,0.8887776
gene_accession_id,MGI:1345282
parameter_id,ESLIM_007_001_006
