parameter_id,IMPC_ECH_001_001
mouse_strain,C57BL
parameter_name,End-Systolic Diameter
mouse_life_stage,Early adult
gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.9814164
analysis_id,6di10d30h48xvn9
