parameter_id,IMPC_DXA_004_001
mouse_life_stage,Early adult
analysis_id,w0ybri1f6778cq8
mouse_strain,C57BL
pvalue,0.9415457
gene_accession_id,MGI:1341628
gene_symbol,Atrn
parameter_name,Bone Mineral Density (excluding skull)
